x,v-velocity
0.0,0.0
0.052631578947368418,0.031984926467077915
0.10526315789473684,0.054072540044596384
0.15789473684210525,0.066979873159021472
0.21052631578947367,0.071117294386840529
0.26315789473684209,0.069607761954538896
0.31578947368421051,0.06089848140268328
0.36842105263157893,0.049104144893356037
0.42105263157894735,0.031235909249437657
0.47368421052631576,0.01227317215071114
0.52631578947368418,-0.01093655827171933
0.57894736842105254,-0.032318375045445297
0.63157894736842102,-0.053950593372098329
0.68421052631578949,-0.068930110299891406
0.73684210526315785,-0.078028105591487554
0.78947368421052633,-0.075729141007302103
0.84210526315789469,-0.063833163054759057
0.89473684210526316,-0.043210706528483037
0.94736842105263153,-0.019335056864185761
1.0,0.0
