y,u-velocity
0.0,0.0
0.051724137931034489,-9.9700257938297997e-05
0.10344827586206898,-0.00078760998883807467
0.15517241379310348,-0.0020826600666613662
0.20689655172413796,-0.0042258186140206435
0.25862068965517243,-0.0071077224886404097
0.31034482758620696,-0.011238563494168649
0.36206896551724144,-0.016388842835080974
0.41379310344827591,-0.023362484481365419
0.46551724137931039,-0.03174124338975786
0.51724137931034486,-0.042630290806730725
0.56896551724137934,-0.055252589049089237
0.62068965517241392,-0.070931960474324679
0.67241379310344829,-0.088155206526758373
0.72413793103448287,-0.10819317812280035
0.77586206896551724,-0.12813676883402866
0.82758620689655182,-0.14878270475009514
0.8793103448275863,-0.16512389126049154
0.93103448275862077,-0.17744302625096281
0.98275862068965514,-0.17880786975234422
1.0344827586206897,-0.17035232889742452
1.0862068965517242,-0.14528038245126637
1.1379310344827587,-0.10803749476867552
1.1896551724137931,-0.0540167409369878
1.2413793103448278,0.011161898580279765
1.2931034482758621,0.096146704560708812
1.3448275862068966,0.21068646031207366
1.396551724137931,0.38334353043927544
1.4482758620689657,0.64593497157131696
1.5000000000000002,1.0
