x,v-velocity
0.0,0.0
0.052631578947368418,0.073770548240146588
0.10526315789473684,0.11989526682400591
0.15789473684210525,0.14682227068508058
0.21052631578947367,0.15622894184083574
0.26315789473684209,0.15812236280785369
0.31578947368421051,0.14728049139258156
0.36842105263157893,0.1327842577235186
0.42105263157894735,0.10563446267236855
0.47368421052631576,0.074925890987967203
0.52631578947368418,0.030693886922646373
0.57894736842105254,-0.016273781123063387
0.63157894736842102,-0.07454536810481753
0.68421052631578949,-0.12928749281298207
0.73684210526315785,-0.18418323340977644
0.78947368421052633,-0.21754096763964029
0.84210526315789469,-0.22509981039499355
0.89473684210526316,-0.18410376135328521
0.94736842105263153,-0.10236567580152379
1.0,0.0
