y,u-velocity
0.0,0.0
0.052631578947368418,-0.033279458047146777
0.10526315789473684,-0.060855315804238884
0.15789473684210525,-0.085920568565997765
0.21052631578947367,-0.10987601615913382
0.26315789473684209,-0.13264061586350454
0.31578947368421051,-0.15497105241506923
0.36842105263157893,-0.17345002425533029
0.42105263157894735,-0.18800306230942754
0.47368421052631576,-0.19211127290100738
0.52631578947368418,-0.1861367161419879
0.57894736842105254,-0.16284262932068488
0.63157894736842102,-0.1260693293834039
0.68421052631578949,-0.070966889914949594
0.73684210526315785,-0.0036904059114730671
0.78947368421052633,0.083804979015994166
0.84210526315789469,0.20033300465764861
0.89473684210526316,0.37466396674442559
0.94736842105263153,0.64015881251273843
1.0,1.0
