x,v-velocity
0.0,0.0
0.02564102564102564,0.018270025266317498
0.05128205128205128,0.03405153669761183
0.076923076923076913,0.047203650193562131
0.10256410256410256,0.0577220758295557
0.12820512820512819,0.065859333338074658
0.15384615384615383,0.071529449545327015
0.17948717948717946,0.075231862040063935
0.20512820512820512,0.076725241043339304
0.23076923076923075,0.076668152730156286
0.25641025641025639,0.074644361824732636
0.28205128205128205,0.071423378840792806
0.30769230769230765,0.066430955836388139
0.33333333333333331,0.060525374371271451
0.35897435897435892,0.053013816511997575
0.38461538461538458,0.044836885723840751
0.41025641025641024,0.035234418946449041
0.43589743589743585,0.025230312356257188
0.46153846153846151,0.014051568281108415
0.48717948717948711,0.0028062018870336344
0.51282051282051277,-0.0092412871330147181
0.53846153846153844,-0.020906172365992615
0.5641025641025641,-0.032848223400218202
0.58974358974358965,-0.043831296608670405
0.61538461538461531,-0.054422715245762955
0.64102564102564097,-0.063389124796947222
0.66666666666666663,-0.071220119481601535
0.69230769230769229,-0.076777225120600395
0.71794871794871784,-0.080523381224359675
0.7435897435897435,-0.081542999145624767
0.76923076923076916,-0.080348589297597584
0.79487179487179482,-0.076385700073371199
0.82051282051282048,-0.07027999329902708
0.84615384615384603,-0.061933476202774188
0.8717948717948717,-0.052080949597411386
0.89743589743589747,-0.04107917582925398
0.92307692307692302,-0.029672274001410641
0.94871794871794857,-0.018569739200297336
0.97435897435897423,-0.008371137576997591
1.0,0.0
